crs_number,community_nm,entry_dt,effective_dt,current_class,sfha_disc,nonsfha_disc,status,report_dt,state,state_code
125107,"Gainesville, City of",1992-10-01,2006-10-01,7,15,5,C,2012-10-01,NA,NA
120200,"Glen Ridge, Town of",1994-10-01,2006-10-01,10,0,0,R,2012-10-01,NA,NA
120642,"Golden Beach, Town of",1993-10-01,2002-10-01,10,0,0,R,2012-10-01,NA,NA
120275,"Gulf Breeze, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120098,Gulf County,1993-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
125109,"Gulf Stream, Town of",1999-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
125108,"Gulfport, City of",1993-10-01,2003-10-01,7,15,5,C,2012-10-01,NA,NA
125110,"Hallandale Beach, City of",1994-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
120103,Hardee County,1996-10-01,2004-05-01,10,0,0,R,2012-10-01,NA,NA
120107,Hendry County,2000-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120110,Hernando County,1992-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
120643,"Hialeah, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
125111,"Highland Beach, Town of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
120111,Highlands County,1994-10-01,2004-10-01,8,10,5,C,2012-10-01,NA,NA
120040,"Hillsboro Beach, Town of",1994-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
120112,Hillsborough County,1992-10-01,2007-10-01,5,25,10,C,2012-10-01,NA,NA
125112,"Holly Hill, City of",1994-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
125113,"Hollywood, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
125114,"Holmes Beach, City of",1991-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
120645,"Homestead, City of",2006-05-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
120207,"Hypoluxo, Town of",1994-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
120119,Indian River County,1992-10-01,2007-10-01,6,20,10,C,2012-10-01,NA,NA
120121,"Indian River Shores, Town of",1994-10-01,NA,7,15,5,C,2012-10-01,NA,NA
125117,"Indian Rocks Beach, City of",1992-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
125118,"Indian Shores, Town of",1993-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
120125,Jackson County,2002-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
120077,"Jacksonville, City of",1991-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
120078,"Jacksonville Beach, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
120331,Jefferson County,1996-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
120208,"Juno Beach, Town of",1993-10-01,2007-10-01,5,25,10,C,2012-10-01,NA,NA
125119,"Jupiter, Town of",1994-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
120162,"Jupiter Island, Town of",1995-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120245,"Kenneth City, Town of",1992-10-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
120648,"Key Biscayne, Village of",1998-04-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
125121,"Key Colony Beach, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120168,"Key West, City of",1992-10-01,1999-10-01,10,0,0,R,2012-10-01,NA,NA
120190,"Kissimmee, City of",1996-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
120211,"Lake Clarke Shores, Town of",1994-10-01,NA,8,10,5,C,2012-10-01,NA,NA
120421,Lake County,1994-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
120416,"Lake Mary, City of",2009-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
120212,"Lake Park, Town of",1992-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
120213,"Lake Worth, City of",1996-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
120267,"Lakeland, City of",2004-10-01,NA,7,15,5,C,2012-10-01,NA,NA
120214,"Lantana, Town of",1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
125122,"Largo, City of",1992-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
125123,"Lauderdale by the Sea, Town of",2000-04-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
120044,"Lauderhill, City of",1992-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
120169,"Layton, City of",2001-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
125124,Lee County,1991-10-01,2007-10-01,5,25,10,C,2012-10-01,NA,NA
120145,Levy County,1994-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
125125,"Lighthouse Point, City of",1993-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
125126,"Longboat Key, Town of",1991-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
120292,"Longwood, City of",1996-10-01,2010-10-01,10,0,0,R,2012-10-01,NA,NA
120009,"Lynn Haven, City of",1992-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
125127,"Madeira Beach, City of",1992-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
120149,Madison County,1994-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120215,"Manalapan, Town of",1992-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
120153,Manatee County,1991-10-01,2010-10-01,5,25,10,C,2012-10-01,NA,NA
120216,"Mangonia Park, Town of",1994-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
120426,"Marco Island, City of",2000-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
120047,"Margate, City of",1992-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
120160,Marion County,1994-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
120161,Martin County,1992-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
120337,"Mary Esther, City of",2007-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
120025,"Melbourne, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120650,"Miami, City of",1994-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
120635,Miami-Dade County,1994-10-01,2003-10-01,5,25,10,C,2012-10-01,NA,NA
120651,"Miami Beach, City of",1996-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
120345,"Miami Gardens, City of",2009-05-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
120686,"Miami Lakes, Town of",2006-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
120652,"Miami Shores Village, Village of",2000-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120276,"Milton, City of",2007-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
120048,"Miramar, City of",1993-10-01,1994-10-01,8,10,5,C,2012-10-01,NA,NA
125129,Monroe County,1991-10-01,1997-05-01,10,0,0,R,2012-10-01,NA,NA
125130,"Naples, City of",1992-10-01,2002-10-01,6,20,10,C,2012-10-01,NA,NA
120079,"Neptune Beach, City of",1994-10-01,2004-10-01,8,10,5,C,2012-10-01,NA,NA
120232,"New Port Richey, City of",1993-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
125132,"New Smyrna Beach, City of",1991-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
120338,"Niceville, City of",1993-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
120049,"North Lauderdale, City of",1993-10-01,2012-05-01,10,0,0,R,2012-10-01,NA,NA
120655,"North Miami, City of",1994-10-01,2001-10-01,5,25,10,C,2012-10-01,NA,NA
120656,"North Miami Beach, City of",1993-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
120217,"North Palm Beach, Village of",1994-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
120279,"North Port, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
125133,"North Redington Beach, Town of",1992-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
120050,"Oakland Park, City of",1994-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
120330,"Ocala, City of",1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
125134,"Ocean Ridge, Town of",1992-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
120173,Okaloosa County,1995-10-01,2010-10-01,5,25,10,C,2012-10-01,NA,NA
120177,Okeechobee County,1996-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120250,"Oldsmar, City of",1992-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
120179,Orange County,1991-10-01,2008-05-01,5,25,10,C,2012-10-01,NA,NA
120186,"Orlando, City of",1993-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
125136,"Ormond Beach, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
120189,Osceola County,1994-10-01,2003-10-01,7,15,5,C,2012-10-01,NA,NA
120293,"Oviedo, City of",2008-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
120404,"Palm Bay, City of",1993-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
120220,"Palm Beach, Town of",1992-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
120192,Palm Beach County,1991-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
120221,"Palm Beach Gardens, City of",2003-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
125137,"Palm Beach Shores, Town of",1994-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
120684,"Palm Coast, City of",2004-05-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
120223,"Palm Springs, Village of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120159,"Palmetto, City of",1991-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
120012,"Panama City, City of",1993-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
120011,"Parker, City of",1994-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120230,Pasco County,1992-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
120053,"Pembroke Pines, City of",1994-10-01,1998-10-01,7,15,5,C,2012-10-01,NA,NA
120082,"Pensacola, City of",2002-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
125138,Pensacola Beach–Santa Rosa,1991-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
125139,Pinellas County,1993-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
120251,"Pinellas Park, City of",1991-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
120054,"Plantation, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
120261,Polk County,1992-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
120055,"Pompano Beach, City of",1993-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
120312,"Ponce Inlet, Town of",2004-05-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
120313,"Port Orange, City of",1992-10-01,2003-05-01,7,15,5,C,2012-10-01,NA,NA
120234,"Port Richey, City of",1992-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
120099,"Port St. Joe, City of",1994-10-01,2009-10-01,10,0,0,R,2012-10-01,NA,NA
120287,"Port St. Lucie, City of",1991-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
120062,"Punta Gorda, City of",1992-10-01,2002-10-01,6,20,10,C,2012-10-01,NA,NA
125140,"Redington Beach, Town of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
125141,"Redington Shores, Town of",1992-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
120027,"Rockledge, City of",1991-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
125143,"Safety Harbor, City of",1992-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
120402,"Sanibel, City of",1991-10-01,1996-10-01,5,25,10,C,2012-10-01,NA,NA
120274,Santa Rosa County,1993-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
125150,"Sarasota, City of",1991-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
125144,Sarasota County,1992-10-01,2007-05-01,5,25,10,C,2012-10-01,NA,NA
120028,"Satellite Beach, City of",1992-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
120123,"Sebastian, City of",1992-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
120289,Seminole County,1991-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
120164,"Sewall’s Point, Town of",1996-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
120579,"Shalimar, Town of",1995-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120314,"South Daytona, City of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
120658,"South Miami, City of",1993-10-01,1995-10-01,8,10,5,C,2012-10-01,NA,NA
120227,"South Palm Beach, Town of",1993-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
125151,"South Pasadena, City of",1992-10-01,1998-10-01,8,10,5,C,2012-10-01,NA,NA
125145,"St. Augustine, City of",1992-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
125146,"St. Augustine Beach, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
120191,"St. Cloud, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
125147,St. Johns County,1995-10-01,2007-05-01,6,20,10,C,2012-10-01,NA,NA
120285,St. Lucie County,1994-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
120316,"St. Marks, Town of",1993-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
125149,"St. Pete Beach, City of",1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
125148,"St. Petersburg, City of",1992-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
120296,Sumter County,1995-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
120688,"Sunny Isles Beach, City of",2007-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
120328,"Sunrise, City of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
120659,"Surfside, Town of",1993-10-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
120300,Suwannee County,1996-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
120144,"Tallahassee, City of",1994-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
120058,"Tamarac, City of",1992-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
120114,"Tampa, City of",1991-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
120259,"Tarpon Springs, City of",1992-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
120302,Taylor County,1996-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
120115,"Temple Terrace, City of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
120228,"Tequesta, Village of",1992-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
125152,"Titusville, City of",1992-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
125153,"Treasure Island, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
125154,"Venice, City of",1991-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
120124,"Vero Beach, City of",1993-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
125155,Volusia County,1993-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
120315,Wakulla County,1993-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
125157,"Wellington, Village of",2003-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
120229,"West Palm Beach, City of",1992-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
120678,"Weston, City of",2009-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
120295,"Winter Springs, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
120147,"Yankeetown, Town of",1994-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
130075,"Albany, City of",1994-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
130054,"Austell, City of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
130093,"Brunswick, City of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
130209,"Cartersville, City of",2005-05-01,2005-05-01,9,5,5,C,2012-10-01,NA,NA
130030,Chatham County,1991-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
130424,Cherokee County,2005-05-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
130052,Cobb County,1991-10-01,1997-10-01,8,10,5,C,2012-10-01,NA,NA
130086,"College Park, City of",1992-10-01,2002-10-01,6,20,10,C,2012-10-01,NA,NA
130059,Columbia County,1999-04-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
135158,"Columbus, City of",1991-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
130144,"Covington, City of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
130298,Coweta County,2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
130504,Crisp County,2005-05-01,2005-05-01,9,5,5,C,2012-10-01,NA,NA
135159,"Decatur, City of",1993-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
130065,Dekalb County,1992-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
130074,Dougherty County,1993-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
130216,"Douglas, City of",2011-05-01,2011-05-01,9,5,5,C,2012-10-01,NA,NA
130306,Douglas County,1995-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
130098,"Duluth, City of",1997-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
130432,Fayette County,2004-05-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
130431,"Fayetteville, City of",2006-05-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
130042,"Forest Park, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
135160,Fulton County,2000-04-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
130092,Glynn County,1992-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
130165,"Griffin, City of",2008-10-01,2011-05-01,5,25,10,C,2012-10-01,NA,NA
130322,Gwinnett County,1994-10-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
130468,Henry County,2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
130201,"Jekyll Island, State Park Auth",1993-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
130044,"Lake City, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
130045,"Morrow, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
130147,Paulding County,1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
130078,"Peachtree City, City of",1993-10-01,2003-10-01,7,15,5,C,2012-10-01,NA,NA
130261,"Pooler, Town of",1993-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
130088,"Roswell, City of",1991-10-01,1996-10-01,7,15,5,C,2012-10-01,NA,NA
135163,"Savannah, City of",1992-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
130171,"Tifton, City of",2008-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
135164,"Tybee Island, City of",1993-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
130025,"Waynesboro, City of",1991-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
130196,Worth County,2003-05-01,2003-05-01,9,5,5,C,2012-10-01,NA,NA
155166,Hawaii County,2011-05-01,2011-05-01,8,10,5,C,2012-10-01,Hawaii,HI
150003,Maui County,1995-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
160001,Ada County,1994-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
160009,Bannock County,1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
165167,Blaine County,1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
160002,"Boise, City of",1991-10-01,2001-04-01,6,20,10,C,2012-10-01,NA,NA
160206,Bonner County,2005-10-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
160209,Caribou County,2006-05-01,2006-05-01,9,5,5,C,2012-10-01,NA,NA
160003,"Eagle, City of",2000-04-01,2000-04-01,6,20,10,C,2012-10-01,NA,NA
160212,Elmore County,1994-10-01,2009-10-01,9,5,5,C,2012-10-01,NA,NA
160004,"Garden City, City of",1998-10-01,2008-10-01,9,5,5,C,2012-10-01,NA,NA
160127,Gem County,2008-05-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
160022,"Hailey, City of",1992-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
160131,"Kellogg, City of",1992-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
160023,"Ketchum, City of",1992-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
160076,Kootenai County,1992-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
160090,"Moscow, City of",1994-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
160058,"Mountain Home, City of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
160101,Nez Perce County,2001-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
160012,"Pocatello, City of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
160114,Shoshone County,1994-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
160024,"Sun Valley, City of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
160120,"Twin Falls, City of",1994-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
160220,Valley County,1994-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
170001,Adams County,1996-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
170198,"Addison, Village of",1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
170059,"Bartlett, Village of",1991-10-01,2004-05-01,7,15,5,C,2012-10-01,NA,NA
170072,"Calumet City, City of",2000-10-01,2003-05-01,6,20,10,C,2012-10-01,NA,NA
170298,"Carbondale, City of",2002-10-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
170322,"Carpentersville, Village of",2006-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170026,"Champaign, City of",2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
170078,"Country Club Hills, City of",1993-10-01,1994-10-01,8,10,5,C,2012-10-01,NA,NA
170476,"Crystal Lake, City of",2012-05-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
170361,"Deerfield, Village of",1995-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
170182,"DeKalb, City of",2005-05-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
170081,"Des Plaines, City of",1993-10-01,2003-10-01,7,15,5,C,2012-10-01,NA,NA
170204,"Downers Grove, Village of",1991-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
170091,"Flossmoor, Village of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
170207,"Glen Ellyn, Village of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
170206,"Glendale Heights, Village of",1994-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
170096,"Glenview, Village of",2011-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170365,"Gurnee, Village of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
170327,"Hampshire, Village of",2011-05-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
170107,"Hoffman Estates, Village of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
170312,Jersey County,2009-05-01,2012-10-01,5,25,10,C,2012-10-01,NA,NA
170357,Lake County,2008-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170481,"Lake in the Hills, Village of",2008-05-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170400,LaSalle County,2005-05-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
170116,"Lansing, Village of",1993-10-01,2001-10-01,7,15,5,C,2012-10-01,NA,NA
170378,"Lincolnshire, Village of",1993-10-01,2003-10-01,5,25,10,C,2012-10-01,NA,NA
170211,"Lisle, Village of",1991-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
170732,McHenry County,2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
170591,"Moline, City of",2010-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
170129,"Mount Prospect, Village of",1991-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
170213,"Naperville, City of",1991-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
170822,"North Utica, Village of",2005-05-01,2009-10-01,10,0,0,R,2012-10-01,NA,NA
170132,"Northbrook, Village of",1994-10-01,2004-05-01,7,15,5,C,2012-10-01,NA,NA
170214,"Oak Brook, Village of",1992-10-01,1997-10-01,7,15,5,C,2012-10-01,NA,NA
170172,"Orland Hills, Village of",1996-10-01,2002-10-01,5,25,10,C,2012-10-01,NA,NA
170405,"Ottawa, City of",2010-10-01,2010-10-01,5,25,10,C,2012-10-01,NA,NA
175170,"Palatine, Village of",1994-10-01,2004-05-01,7,15,5,C,2012-10-01,NA,NA
170533,Peoria County,1992-10-01,2009-05-01,5,25,10,C,2012-10-01,NA,NA
170919,"Prospect Heights, City of",1994-10-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
170151,"River Forest, Village of",2012-05-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
170387,"Riverwoods, Village of",2007-05-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
170582,Rock Island County,2006-10-01,2006-10-01,7,15,5,C,2012-10-01,NA,NA
170448,"Roxana, Village of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
170912,Sangamon County,2000-04-01,2000-04-01,8,10,5,C,2012-10-01,NA,NA
170332,"South Elgin, Village of",2012-10-01,2012-10-01,5,25,10,C,2012-10-01,NA,NA
170163,"South Holland, Village of",1992-10-01,2002-10-01,5,25,10,C,2012-10-01,NA,NA
170330,"St. Charles, City of",1994-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
170333,"Sugar Grove, Village of",2006-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170191,"Sycamore, City of",2012-05-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
170169,"Tinley Park, City of",2005-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
170170,"Westchester, Village of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
170173,"Wheeling, Village of",1991-10-01,2007-05-01,7,15,5,C,2012-10-01,NA,NA
170687,Whiteside County,2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
170222,"Willowbrook, Village of",1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
170224,"Wood Dale, City of",1999-10-01,2004-10-01,5,25,10,C,2012-10-01,NA,NA
170488,"Woodstock, City of",2011-05-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
180302,Allen County,2002-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
180150,"Anderson, City of",2007-05-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
180006,Bartholomew County,1993-10-01,NA,8,10,5,C,2012-10-01,NA,NA
180007,"Columbus, City of",1998-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
