="060025C","CONTRA COSTA COUNTY*",,"CONTRA COSTA COUNTY",,,"11/01/74",,="07/16/87",,="03/21/17",,="07/16/87",,,"No"
="060663#","CORCORAN, CITY OF",,"KINGS COUNTY",,,,,="06/16/09",,="06/16/09(M)",,"11/28/97",,,"No"
,"THE CITY OF CORCORAN HAS ADOPTED THE KINGS COUNTY (060086) FIRM
 DATED 8-4-88.",,,,,,,,,,,,,,
="060398#","CORNING, CITY OF",,"TEHAMA COUNTY",,,="05/24/74",,="08/16/82",,="09/29/11",,="08/16/82",,,"No"
="060250#","CORONA, CITY OF",,"RIVERSIDE COUNTY",,,="05/24/74",,="05/15/78",,="08/28/08",,="05/15/78",,,"No"
="060287E","CORONADO, CITY OF",,"SAN DIEGO COUNTY",,,="06/28/74",,="07/15/88",,"12/20/19",,="06/01/82",,,"No"
="065023D","CORTE MADERA, TOWN OF",,"MARIN COUNTY",,,="06/28/74",,"12/15/77",,="03/16/16",,"12/15/77",,,"No"
="060216C","COSTA MESA, CITY OF",,"ORANGE COUNTY",,,="05/17/74",,="09/30/82",,="03/21/19(M)",,="09/30/82",,,"No"
="060377#","COTATI, CITY OF",,"SONOMA COUNTY",,,"11/22/74",,="04/15/80",,"12/02/08",,="04/15/80",,,"No"
="065024#","COVINA, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="09/26/08",,"(NSFHA)",,="05/25/78",,,"No"
="060039C","CRESCENT CITY, CITY OF",,"DEL NORTE COUNTY",,,="05/03/74",,"11/23/82",,="08/02/17",,"11/23/82",,,"No"
="060657#","CUDAHY, CITY OF",,"LOS ANGELES COUNTY",,,,,="09/26/08",,="09/26/08(M)",,"12/30/83",,,"No"
="060114D","CULVER CITY, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="02/01/80",,"12/21/18",,="02/01/80",,,"No"
="060339#","CUPERTINO, CITY OF",,"SANTA CLARA COUNTY",,,="02/15/74",,="05/01/80",,="05/18/09",,="05/01/80",,,"No"
="060217#","CYPRESS, CITY OF",,"ORANGE COUNTY",,,="04/09/76",,="09/15/89",,"12/03/09(M)",,="02/12/79",,,"No"
="060317D","DALY CITY, CITY OF",,"SAN MATEO COUNTY",,,="02/22/74",,"10/16/12",,="04/05/19",,="07/31/79",,,"No"
="060736C","DANA POINT, CITY OF",,"ORANGE COUNTY",,,,,="09/15/89",,="03/21/19",,="09/26/89",,,"No"
="060707C","DANVILLE, TOWN OF",,"CONTRA COSTA COUNTY",,,,,="09/27/85",,="03/21/17",,="09/27/85",,,"No"
="060424#","DAVIS, CITY OF",,"YOLO COUNTY",,,"11/08/77",,"11/15/79",,="06/18/10",,"11/15/79",,,"No"
="060288E","DEL MAR, CITY OF",,"SAN DIEGO COUNTY",,,="02/22/74",,="08/15/83",,"12/20/19",,="08/15/83",,,"No"
="065025C","DEL NORTE COUNTY*",,"DEL NORTE COUNTY",,,"12/27/74",,="01/24/83",,="08/02/17",,="01/24/83",,,"No"
="060197B","DEL REY OAKS, CITY OF",,"MONTEREY COUNTY",,,="05/14/76",,"11/04/81",,="06/21/17",,"11/04/81",,,"No"
="060078#","DELANO, CITY OF",,"KERN COUNTY",,,="05/24/74",,="09/26/08",,"(NSFHA)",,="08/23/82",,,"No"
="060251#","DESERT HOT SPRINGS, CITY OF",,"RIVERSIDE COUNTY",,,="05/24/74",,="04/02/79",,="08/28/08",,="04/02/79",,,"No"
="060741#","DIAMOND BAR, CITY OF",,"LOS ANGELES COUNTY",,,,,"12/02/80",,="09/26/08",,="07/31/91",,,"No"
,,"Page 25 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
,"USE THE LOS ANGELES COUNTY [065043] FIRM.",,,,,,,,,,,,,,
="060403#","DINUBA, CITY OF",,"TULARE COUNTY",,,="06/28/74",,"11/03/82",,="06/16/09",,"11/03/82",,,"No"
="060369#","DIXON, CITY OF",,"SOLANO COUNTY",,,="03/15/74",,="05/19/81",,="08/02/12(M)",,="05/19/81",,,"No"
="060443#","DOS PALOS, CITY OF",,"MERCED COUNTY",,,="06/27/75",,="08/02/95",,"(NSFHA)",,="05/25/78",,,"No"
="060645#","DOWNEY, CITY OF",,"LOS ANGELES COUNTY",,,,,="07/06/98",,="09/26/08(M)",,="09/30/91",,,"No"
="065026#","DUARTE, CITY OF",,"LOS ANGELES COUNTY",,,="07/19/74",,="09/26/08",,"(NSFHA)",,="09/07/84",,,"No"
="060705#","DUBLIN, CITY OF",,"ALAMEDA COUNTY",,,,,="08/18/83",,="08/03/09",,="04/15/81",,,"No"
="060363#","DUNSMUIR, CITY OF",,"SISKIYOU COUNTY",,,="05/24/74",,"12/04/79",,="01/19/11",,"12/04/79",,,"No"
="060708D","EAST PALO ALTO, CITY OF",,"SAN MATEO COUNTY",,,,,="09/19/84",,="04/05/19",,="09/19/84",,,"No"
="060155#","EASTVALE, CITY OF",,"RIVERSIDE COUNTY",,,,,="08/28/08",,="08/28/08",,="06/05/13",,,"No"
="060289#","EL CAJON, CITY OF",,"SAN DIEGO COUNTY",,,="03/08/74",,="09/15/77",,="05/16/12",,="09/01/77",,,"No"
="060670#","EL CENTRO, CITY OF",,"IMPERIAL COUNTY",,,="02/01/74",,="09/26/08",,="09/26/08(M)",,="08/04/78",,,"No"
="065027C","EL CERRITO, CITY OF",,"CONTRA COSTA COUNTY",,,="06/28/74",,="06/01/77",,="03/21/17",,="06/01/77",,,"No"
="060040#","EL DORADO COUNTY*",,"EL DORADO COUNTY",,,="08/02/74",,"10/18/83",,="04/03/12",,="04/09/86",,,"No"
="060658#","EL MONTE, CITY OF",,"LOS ANGELES COUNTY",,,,,="09/26/08",,"(NSFHA)",,="06/16/99",,,"No"
="060308#","EL PASO DE ROBLES, CITY OF",,"SAN LUIS OBISPO COUNTY",,,="02/15/74",,="09/16/81",,"11/16/12",,="09/16/81",,,"No"
="060118#","EL SEGUNDO, CITY OF",,"LOS ANGELES COUNTY",,,"10/31/75",,="09/26/08",,="09/26/08(M)",,="05/25/78",,,"No"
="060767D","ELK GROVE, CITY OF",,"SACRAMENTO COUNTY",,,="01/10/75",,="03/15/79",,="07/19/18",,"10/15/01",,,"No"
,"USE THE SACRAMENTO COUNTY (060262) FIRM PANELS 310, 320 AND 340.",,,,,,,,,,,,,,
="060005B","EMERYVILLE, CITY OF",,"ALAMEDA COUNTY",,,="01/16/76",,="08/03/09",,"12/21/18",,="04/21/78",,,"No"
="060726E","ENCINITAS, CITY OF",,"SAN DIEGO COUNTY",,,,,="07/15/88",,"12/20/19",,="07/15/88",,,"No"
="060644#","ESCALON, CITY OF",,"SAN JOAQUIN COUNTY",,,,,"10/16/09",,"(NSFHA)",,"10/16/09",,,"No"
="060290E","ESCONDIDO, CITY OF",,"SAN DIEGO COUNTY",,,"10/26/73",,="09/15/83",,="04/05/16",,="09/15/83",,,"No"
="060364#","ETNA, CITY OF",,"SISKIYOU COUNTY",,,="02/22/74",,="03/04/80",,="01/19/11",,="03/04/80",,,"No"
="060062B","EUREKA, CITY OF",,"HUMBOLDT COUNTY",,,="05/24/74",,="06/01/82",,="06/21/17",,="06/01/82",,,"No"
="060404#","EXETER, CITY OF",,"TULARE COUNTY",,,="03/08/74",,="06/16/09",,"(NSFHA)",,="08/24/81",,,"No"
="060175#","FAIRFAX, TOWN OF",,"MARIN COUNTY",,,="01/05/78",,="01/05/78",,="03/17/14",,="01/05/78",,,"No"
="060370D","FAIRFIELD, CITY OF",,"SOLANO COUNTY",,,"10/18/74",,="07/05/84",,="08/03/16",,="07/05/84",,,"No"
="060405#","FARMERSVILLE, CITY OF",,"TULARE COUNTY",,,"10/01/76",,"12/15/83",,="06/16/09",,"12/15/83",,,"No"
="060445B","FERNDALE, CITY OF",,"HUMBOLDT COUNTY",,,"12/20/74",,"12/01/93",,"11/04/16",,"12/01/93",,,"No"
="060415#","FILLMORE, CITY OF",,"VENTURA COUNTY",,,="01/18/74",,"10/17/78",,="01/20/10",,"10/17/78",,,"No"
="060046#","FIREBAUGH, CITY OF",,"FRESNO COUNTY",,,"12/06/74",,"11/20/98",,="02/18/09",,="08/23/82",,,"No"
="060263D","FOLSOM, CITY OF",,"SACRAMENTO COUNTY",,,"12/03/76",,="01/06/82",,="07/19/18",,="01/06/82",,,"No"
="060274E","FONTANA, CITY OF",,"SAN BERNARDINO COUNTY",,,="06/21/74",,="06/04/87",,="09/02/16",,="06/04/87",,,"No"
="060184B","FORT BRAGG, CITY OF",,"MENDOCINO COUNTY",,,="05/10/74",,"12/07/82",,="07/18/17",,"12/07/82",,,"No"
="060365#","FORT JONES, TOWN OF",,"SISKIYOU COUNTY",,,="04/05/74",,="04/15/80",,="01/19/11",,="04/15/80",,,"No"
="060743#","FORT MOJAVE INDIAN TRIBE",,"SAN BERNARDINO COUNTY",,,,,="03/18/96",,="08/28/08",,="03/18/96",,,"Yes"
,"INCLUDES ALL AREAS OF THE FORT MOJAVE INDIAN RESERVATIONS OF ARIZONA, CALIFORNIA, AND NEVADA",,,,,,,,,,,,,,
="060063B","FORTUNA, CITY OF",,"HUMBOLDT COUNTY",,,="02/01/74",,="05/03/82",,"11/04/16",,="05/03/82",,,"No"
="060318D","FOSTER CITY, CITY OF",,"SAN MATEO COUNTY",,,="06/14/74",,="01/07/77",,="04/05/19",,="01/07/77",,,"No"
="060218C","FOUNTAIN VALLEY, CITY OF",,"ORANGE COUNTY",,,="03/29/74",,"11/17/82",,="03/21/19(M)",,"11/17/82",,,"No"
="060047#","FOWLER, CITY OF",,"FRESNO COUNTY",,,="05/03/74",,="09/24/84",,="02/18/09",,="09/24/84",,,"No"
="065028#","FREMONT,CITY OF",,"ALAMEDA COUNTY",,,="06/21/77",,="05/02/83",,="08/03/09",,="05/02/83",,,"No"
="065029#","FRESNO COUNTY *",,"FRESNO COUNTY",,,"12/23/71",,"12/01/82",,="01/20/16",,"12/01/82",,,"No"
="060048#","FRESNO, CITY OF",,"FRESNO COUNTY",,,"10/18/74",,"12/01/82",,="02/18/09",,"12/01/82",,,"No"
="060219#","FULLERTON, CITY OF",,"ORANGE COUNTY",,,="06/28/74",,="07/05/77",,"12/03/09",,="07/05/77",,,"No"
="060264D","GALT, CITY OF",,"SACRAMENTO COUNTY",,,="05/17/74",,"12/01/81",,"10/20/16",,"12/01/81",,,"No"
="060220#","GARDEN GROVE, CITY OF",,"ORANGE COUNTY",,,="06/14/74",,="09/30/82",,"12/03/09(M)",,="09/30/82",,,"No"
,,"Page 26 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
="060119#","GARDENA, CITY OF",,"LOS ANGELES COUNTY",,,"12/05/75",,="07/06/98",,="09/26/08(M)",,="04/21/78",,,"No"
="060340#","GILROY, CITY OF",,"SANTA CLARA COUNTY",,,="05/31/74",,="08/01/80",,="05/18/09",,="08/01/80",,,"No"
="065030#","GLENDALE, CITY OF",,"LOS ANGELES COUNTY",,,="03/10/72",,="09/26/08",,"(NSFHA)",,="08/31/84",,,"No"
="065031#","GLENDORA, CITY OF",,"LOS ANGELES COUNTY",,,="04/20/72",,="09/26/08",,"(NSFHA)",,"11/18/75",,,"No"
="060057#","GLENN COUNTY *",,"GLENN COUNTY",,,="09/13/77",,="09/03/80",,="08/05/10",,="09/03/80",,,"No"
="060771D","GOLETA, CITY OF",,"SANTA BARBARA COUNTY",,,"12/20/74",,="03/15/79",,="09/28/18",,="06/02/04",,,"No"
="060198#","GONZALES, CITY OF",,"MONTEREY COUNTY",,,="05/24/74",,"11/18/81",,="04/02/09",,"11/18/81",,,"No"
="060737E","GRAND TERRACE, CITY OF",,"SAN BERNARDINO COUNTY",,,,,="03/18/96",,="09/02/16",,="01/15/16",,,"No"
="060211#","GRASS VALLEY, CITY OF",,"NEVADA COUNTY",,,="05/17/74",,="09/30/82",,="02/03/10",,="09/30/82",,,"No"
="060446#","GREENFIELD, CITY OF",,"MONTEREY COUNTY",,,="08/06/76",,="04/02/09",,="04/02/09",,="08/23/82",,,"No"
="060019#","GRIDLEY, CITY OF",,"BUTTE COUNTY",,,="05/24/74",,="06/08/98",,="01/06/11(M)",,="04/25/97",,,"No"
="060306C","GROVER BEACH, CITY OF",,"SAN LUIS OBISPO COUNTY",,,="06/21/74",,="08/01/84",,="05/16/17",,="08/01/84",,,"No"
="060333#","GUADALUPE, CITY OF",,"SANTA BARBARA COUNTY",,,="05/17/74",,="09/30/05",,="09/30/05",,="04/30/82",,,"No"
="060319D","HALF MOON BAY, CITY OF",,"SAN MATEO COUNTY",,,="03/01/74",,="06/03/86",,="08/02/17",,="08/08/79",,,"No"
="060088#","HANFORD,CITY OF",,"KINGS COUNTY",,,="06/07/74",,="03/18/87",,="06/16/09(M)",,="03/18/87",,,"No"
="065032#","HAWAIIAN GARDENS, CITY OF",,"LOS ANGELES COUNTY",,,="09/25/70",,="09/26/08",,"(NSFHA)",,="09/01/76",,,"No"
="060123#","HAWTHORNE, CITY OF",,"LOS ANGELES COUNTY",,,="05/09/78",,"12/04/79",,"(NSFHA)",,="08/13/79",,,"No"
="065033B","HAYWARD, CITY OF",,"ALAMEDA COUNTY",,,="02/14/75",,="09/16/81",,"12/21/18",,="09/16/81",,,"No"
="060378#","HEALDSBURG, CITY OF",,"SONOMA COUNTY",,,="03/01/74",,="03/04/80",,"12/02/08",,="03/04/80",,,"No"
="060253D","HEMET, CITY OF",,"RIVERSIDE COUNTY",,,="05/24/74",,="09/29/78",,="04/19/17",,="09/29/78",,,"No"
="060434C","HERCULES, CITY OF",,"CONTRA COSTA COUNTY",,,="03/26/76",,="09/30/82",,="03/21/17",,="09/30/82",,,"No"
="060124#","HERMOSA BEACH, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="09/26/08",,="09/26/08(M)",,="08/23/82",,,"No"
="060733E","HESPERIA, CITY OF",,"SAN BERNARDINO COUNTY",,,,,="09/29/89",,="09/02/16",,"10/19/89",,,"No"
="060125#","HIDDEN HILLS, CITY OF",,"LOS ANGELES COUNTY",,,="04/23/76",,="09/07/84",,"(NSFHA)",,="09/07/84",,,"No"
="060732E","HIGHLAND, CITY OF",,"SAN BERNARDINO COUNTY",,,,,="09/29/89",,="09/02/16",,"10/19/89",,,"No"
="060320D","HILLSBOROUGH, TOWN OF",,"SAN MATEO COUNTY",,,="05/31/74",,"10/06/99",,="04/05/19",,="09/01/81",,,"No"
="060268#","HOLLISTER, CITY OF",,"SAN BENITO COUNTY",,,="06/14/74",,="06/19/85",,="04/16/09",,="06/19/85",,,"No"
="060070#","HOLTVILLE, CITY OF",,"IMPERIAL COUNTY",,,="04/05/74",,="01/20/82",,="09/26/08",,="01/20/82",,,"No"
="060060B","HUMBOLDT COUNTY*",,"HUMBOLDT COUNTY",,,="09/13/77",,="07/19/82",,="06/21/17",,="07/19/82",,,"No"
="065034C","HUNTINGTON BEACH, CITY OF",,"ORANGE COUNTY",,,="08/09/74",,="02/16/83",,="03/21/19",,="02/16/83",,,"No"
="060049#","HURON, CITY OF",,"FRESNO COUNTY",,,="05/17/74",,="07/19/01",,="02/18/09",,="09/01/81",,,"No"
="060291E","IMPERIAL BEACH, CITY OF",,"SAN DIEGO COUNTY",,,="04/05/74",,="06/01/78",,"12/20/19",,="06/01/78",,,"No"
="060065#","IMPERIAL COUNTY *",,"IMPERIAL COUNTY",,,"11/01/74",,="03/15/84",,="09/26/08",,="03/15/84",,,"No"
="060071#","IMPERIAL, CITY OF",,"IMPERIAL COUNTY",,,="02/01/74",,="09/26/08",,"(NSFHA)",,="06/30/76",,,"No"
="060254D","INDIAN WELLS, CITY OF",,"RIVERSIDE COUNTY",,,="06/28/74",,="09/14/79",,="04/19/17",,="09/14/79",,,"No"
="060255D","INDIO, CITY OF",,"RIVERSIDE COUNTY",,,="05/31/74",,="09/14/79",,="03/06/18",,="09/14/79",,,"No"
="065035#","INDUSTRY, CITY OF",,"LOS ANGELES COUNTY",,,="06/16/72",,="09/26/08",,"(NSFHA)",,="09/07/84",,,"No"
="065036D","INGLEWOOD, CITY OF",,"LOS ANGELES COUNTY",,,"10/17/72",,="09/26/08",,"(NSFHA)",,="02/20/79",,,"No"
="060073#","INYO COUNTY *",,"INYO COUNTY",,,="01/10/78",,="09/04/85",,="08/16/11",,="09/04/85",,,"No"
="060016#","IONE, CITY OF",,"AMADOR COUNTY",,,="05/24/74",,="07/08/80",,="01/20/16",,="07/08/80",,,"No"
="060222C","IRVINE, CITY OF",,"ORANGE COUNTY",,,="06/21/74",,="02/15/80",,="03/21/19",,="02/15/80",,,"No"
="060129#","IRWINDALE, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="09/26/08",,"(NSFHA)",,="02/12/79",,,"No"
="060265#","ISLETON,CITY OF",,"SACRAMENTO COUNTY",,,="01/04/74",,"12/01/78",,="08/16/12",,"12/01/78",,,"No"
="060448#","JACKSON, CITY OF",,"AMADOR COUNTY",,,="06/25/76",,="08/19/85",,="05/20/10",,="08/19/85",,,"No"
="060286#","JURUPA VALLEY, CITY OF ",,"RIVERSIDE COUNTY",,,,,="08/18/14",,="08/18/14",,="09/23/13",,,"No"
="060075#","KERN COUNTY*",,"KERN COUNTY",,,="06/20/78",,="09/29/86",,="09/26/08",,="09/29/86",,,"No"
="060199#","KING CITY, CITY OF",,"MONTEREY COUNTY",,,="09/02/70",,"10/15/81",,="04/02/09",,"10/15/81",,,"No"
="060086B","KINGS COUNTY *",,"KINGS COUNTY",,,="08/23/74",,="08/04/88",,="09/16/15",,="08/04/88",,,"No"
="060050#","KINGSBURG, CITY OF",,"FRESNO COUNTY",,,="05/24/74",,="07/19/01",,"(NSFHA)",,"11/30/83",,,"No"
="060669#","LA CANADA FLINTRIDGE, CITY OF",,"LOS ANGELES COUNTY",,,,,="09/26/08",,"(NSFHA)",,="09/07/84",,,"No"
="060701#","LA HABRA HEIGHTS, CITY OF",,"LOS ANGELES COUNTY",,,,,="09/26/08",,"(NSFHA)",,="09/07/84",,,"No"
="060224#","LA HABRA, CITY OF",,"ORANGE COUNTY",,,="05/03/74",,="02/15/80",,"12/03/09",,="02/15/80",,,"No"
,,"Page 27 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
="060292#","LA MESA, CITY OF",,"SAN DIEGO COUNTY",,,="03/08/74",,="03/14/78",,="05/16/12",,="06/26/76",,,"No"
="060131#","LA MIRADA, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="07/02/80",,="09/26/08",,="07/02/80",,,"No"
="060225#","LA PALMA, CITY OF",,"ORANGE COUNTY",,,="04/09/76",,="07/21/78",,"(NSFHA)",,="07/21/78",,,"No"
="065039#","LA PUENTE, CITY OF",,"LOS ANGELES COUNTY",,,"10/03/75",,="09/26/08",,"(NSFHA)",,="05/25/78",,,"No"
="060709D","LA QUINTA, CITY OF",,"RIVERSIDE COUNTY",,,,,="06/19/85",,="03/06/18",,="07/01/85",,,"No"
="060133#","LA VERNE, CITY OF",,"LOS ANGELES COUNTY",,,="06/14/74",,="09/26/08",,"(NSFHA)",,="09/07/84",,,"No"
="065037C","LAFAYETTE, CITY OF",,"CONTRA COSTA COUNTY",,,="07/26/74",,="03/16/81",,="03/21/17",,="03/16/81",,,"No"
="060223C","LAGUNA BEACH, CITY OF",,"ORANGE COUNTY",,,="06/21/74",,="09/28/79",,="03/21/19",,="09/28/79",,,"No"
="060760#","LAGUNA HILLS, CITY OF",,"ORANGE COUNTY",,,,,="02/18/04",,"12/03/09",,"10/31/97",,,"No"
,"THE CITY OF LAGUNA HILLS HAS ADOPTED THE ORANGE COUNTY (060212) FIRM.",,,,,,,,,,,,,,
="060764C","LAGUNA NIGUEL, CITY OF",,"ORANGE COUNTY",,,,,="02/18/04",,="03/21/19",,"10/09/97",,,"No"
,"THE CITY OF LAGUNA NIGUEL HAD ADOPTED THE ORANGE COUNTY (060212) 
FIRM.",,,,,,,,,,,,,,
="060768#","LAGUNA WOODS, CITY OF",,"ORANGE COUNTY",,,,,="02/18/04",,"12/03/09",,="06/25/04",,,"No"
="060090#","LAKE COUNTY *",,"LAKE COUNTY",,,="01/10/75",,"10/17/78",,="09/30/05",,"10/17/78",,,"No"
="060636D","LAKE ELSINORE, CITY OF",,"RIVERSIDE COUNTY",,,="06/28/74",,="09/17/80",,="04/19/17",,="09/17/80",,,"No"
="060759#","LAKE FOREST, CITY OF",,"ORANGE COUNTY",,,,,="02/18/04",,"12/03/09",,="09/15/94",,,"No"
,"USE THE ORANGE COUNTY [060212] FIRM.",,,,,,,,,,,,,,
="065038#","LAKEPORT, CITY OF",,"LAKE COUNTY",,,"11/19/76",,="09/01/78",,="09/30/05",,="09/01/78",,,"No"
="060130#","LAKEWOOD, CITY OF",,"LOS ANGELES COUNTY",,,="07/19/74",,="07/06/98",,="09/26/08(M)",,="04/15/79",,,"No"
="060672#","LANCASTER, CITY OF",,"LOS ANGELES COUNTY",,,="09/11/79",,="01/06/82",,="09/26/08",,="01/06/82",,,"No"
="065040D","LARKSPUR, CITY OF",,"MARIN COUNTY",,,="06/14/74",,="03/15/84",,="03/16/16",,="03/15/84",,,"No"
="060092#","LASSEN COUNTY*",,"LASSEN COUNTY",,,="02/28/78",,="09/04/87",,="09/03/10",,="09/04/87",,,"No"
="060738#","LATHROP, CITY OF",,"SAN JOAQUIN COUNTY",,,,,"12/16/05",,"10/16/09",,="01/28/91",,,"No"
="060134#","LAWNDALE, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="09/26/08",,"(NSFHA)",,"10/30/78",,,"No"
="060723#","LEMON GROVE, CITY OF",,"SAN DIEGO COUNTY",,,,,="03/16/88",,="05/16/12",,"11/14/97",,,"No"
="060089B","LEMOORE,CITY OF",,"KINGS COUNTY",,,="02/06/76",,="04/03/87",,="09/16/15",,="04/03/87",,,"No"
="060241A","LINCOLN, CITY OF",,"PLACER COUNTY",,,="05/24/74",,="02/03/82",,"11/02/18",,="02/03/82",,,"No"
="060406#","LINDSAY, CITY OF",,"TULARE COUNTY",,,="03/01/74",,="09/28/84",,="06/16/09",,="09/28/84",,,"No"
="060395#","LIVE OAK, CITY OF",,"SUTTER COUNTY",,,="06/07/74",,="03/23/84",,="03/23/84(M)",,="03/23/84",,,"No"
="060008#","LIVERMORE, CITY OF",,"ALAMEDA COUNTY",,,="08/13/76",,="07/05/77",,="08/03/09",,="07/05/77",,,"No"
="060450#","LIVINGSTON, CITY OF",,"MERCED COUNTY",,,"10/29/76",,="08/02/95",,"12/02/08(M)",,="05/25/78",,,"No"
="060300#","LODI,CITY OF",,"SAN JOAQUIN COUNTY",,,="04/05/74",,="03/01/78",,"10/16/09",,="03/01/78",,,"No"
="065042E","LOMA LINDA, CITY OF",,"SAN BERNARDINO COUNTY",,,="03/02/73",,="07/16/87",,="09/02/16",,="07/16/87",,,"No"
="060135#","LOMITA, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="09/26/08",,"(NSFHA)",,="06/03/78",,,"No"
="060334#","LOMPOC, CITY OF",,"SANTA BARBARA COUNTY",,,="01/23/74",,"12/18/84",,"12/04/12",,"12/18/84",,,"No"
="060136#","LONG BEACH, CITY OF",,"LOS ANGELES COUNTY",,,="07/26/74",,="09/15/83",,="09/26/08",,="09/15/83",,,"No"
="060721A","LOOMIS, TOWN OF",,"PLACER COUNTY",,,,,="09/30/87",,"11/02/18",,"12/29/86",,,"No"
="060226#","LOS ALAMITOS, CITY OF",,"ORANGE COUNTY",,,="01/16/76",,="09/15/89",,"12/03/09(M)",,="03/16/79",,,"No"
="060342#","LOS ALTOS HILLS, TOWN OF",,"SANTA CLARA COUNTY",,,="05/24/74",,="01/02/80",,="05/18/09",,="01/02/80",,,"No"
="060341#","LOS ALTOS, CITY OF",,"SANTA CLARA COUNTY",,,="06/07/74",,="07/16/80",,="05/18/09",,="07/16/80",,,"No"
="065043D","LOS ANGELES COUNTY*",,"LOS ANGELES COUNTY",,,"10/24/78",,"12/02/80",,"12/21/18",,"12/02/80",,,"No"
="060137D","LOS ANGELES, CITY OF",,"LOS ANGELES COUNTY",,,"12/13/77",,"12/02/80",,"12/21/18",,"12/02/80",,,"No"
="060747#","LOS BANOS, CITY OF",,"MERCED COUNTY",,,,,="08/02/95",,"(NSFHA)",,="02/03/98",,,"No"
,"USE THE MERCED COUNTY (060188) FIRM DATED 8-2-95.",,,,,,,,,,,,,,
="060343#","LOS GATOS, TOWN OF",,"SANTA CLARA COUNTY",,,="02/27/76",,="01/17/79",,="02/19/14",,="01/17/79",,,"No"
="060361#","LOYALTON, CITY OF",,"SIERRA COUNTY",,,="06/04/76",,="09/01/88",,="02/02/12",,"11/10/93",,,"No"
="060635#","LYNWOOD, CITY OF",,"LOS ANGELES COUNTY",,,="06/28/74",,="04/15/80",,="09/26/08",,="04/15/80",,,"No"
,,"Page 28 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
="060170#","MADERA COUNTY*",,"MADERA COUNTY",,,"11/15/77",,="08/04/87",,="09/26/08",,="08/04/87",,,"No"
="060172#","MADERA,CITY OF",,"MADERA COUNTY",,,="07/19/74",,="06/04/87",,="09/26/08",,="06/04/87",,,"No"
="060745D","MALIBU, CITY OF",,"LOS ANGELES COUNTY",,,,,="09/26/08",,"12/21/18",,"10/01/92",,,"No"
,"USE THE LOS ANGELES COUNTY [065043] FIRM",,,,,,,,,,,,,,
="060724#","MAMMOTH LAKES, TOWN OF",,"MONO COUNTY",,,,,="09/30/87",,="02/18/11",,="08/02/94",,,"No"
="060138#","MANHATTAN BEACH, CITY OF",,"LOS ANGELES COUNTY",,,="08/06/76",,="09/26/08",,="09/26/08(M)",,="05/08/78",,,"No"
="060706#","MANTECA, CITY OF",,"SAN JOAQUIN COUNTY",,,,,"12/16/05",,"10/16/09",,="07/16/84",,,"No"
="060079#","MARICOPA, CITY OF",,"KERN COUNTY",,,="06/14/74",,="09/24/84",,="09/26/08(M)",,="09/24/84",,,"No"
="060173D","MARIN COUNTY*",,"MARIN COUNTY",,,="02/25/77",,="03/01/82",,="08/15/17",,="03/01/82",,,"No"
="060727B","MARINA, CITY OF",,"MONTEREY COUNTY",,,,,="02/17/88",,="06/21/17",,="09/26/88",,,"No"
="065044C","MARTINEZ, CITY OF",,"CONTRA COSTA COUNTY",,,="06/28/74",,="03/15/78",,="03/21/17",,="03/15/78",,,"No"
